# qlnes-spike-trace v0
# columns: cpu_cycle	addr_hex	value_hex
10208097	4004	32
10208105	4006	39
10208124	4008	8f
10208132	400a	26
10208140	400b	03
10208148	400c	f3
10208156	400e	05
10208422	4016	01
10208428	4016	00
10208625	4016	01
10208631	4016	00
10208828	4016	01
10208834	4016	00
10235896	4014	02
10238352	4000	71
10238360	4002	fb
10238379	4004	31
10238387	4006	39
10238406	4008	8f
10238414	400a	26
10238422	400b	03
10238430	400c	f1
10238438	400e	08
10238714	4016	01
10238720	4016	00
10238917	4016	01
10238923	4016	00
10239120	4016	01
10239126	4016	00
10265675	4014	02
10267653	4000	71
10267661	4002	fb
10267680	4004	30
10267688	4006	39
10267707	4008	8f
10267715	400a	26
10267723	400b	03
10267731	400c	f0
10267739	400e	05
10268018	4016	01
10268024	4016	00
10268221	4016	01
10268227	4016	00
10268424	4016	01
10268430	4016	00
10295456	4014	02
10297461	4000	71
10297469	4002	fb
10297488	4004	30
10297496	4006	39
10297515	4008	8f
10297523	400a	26
10297531	400b	03
10297539	400c	f0
10297547	400e	08
10297823	4016	01
10297829	4016	00
10298026	4016	01
10298032	4016	00
10298229	4016	01
10298235	4016	00
10325234	4014	02
10327266	4000	71
10327274	4002	fb
10327293	4004	30
10327301	4006	39
10327320	4008	8f
10327328	400a	26
10327336	400b	03
10327344	400c	f0
10327352	400e	05
10327631	4016	01
10327637	4016	00
10327834	4016	01
10327840	4016	00
10328037	4016	01
10328043	4016	00
10355015	4014	02
10357020	4000	71
10357028	4002	fb
10357047	4004	30
10357055	4006	39
10357074	4008	8f
10357082	400a	26
10357090	400b	03
10357098	400c	f0
10357106	400e	08
10384796	4014	02
10386832	4000	71
10386840	4002	fb
10386859	4004	30
10386867	4006	39
10386886	4008	8f
10386894	400a	26
10386902	400b	03
10386910	400c	f0
10386918	400e	05
10387184	4016	01
10387190	4016	00
10387387	4016	01
10387393	4016	00
10387590	4016	01
10387596	4016	00
10414574	4014	02
10416579	4000	71
10416587	4002	fb
10416606	4004	30
10416614	4006	39
10416633	4008	8f
10416641	400a	26
10416649	400b	03
10416657	400c	f0
10416665	400e	08
10416941	4016	01
10416947	4016	00
10417144	4016	01
10417150	4016	00
10417347	4016	01
10417353	4016	00
10444355	4014	02
10447491	4000	7f
10447499	4002	c3
10447518	4004	38
10447526	4006	fb
10447544	4007	01
10447552	4008	8f
10447560	400a	c8
10447568	400b	00
10447576	400c	f8
10447584	400e	00
10447860	4016	01
10447866	4016	00
10448063	4016	01
10448069	4016	00
10448266	4016	01
10448272	4016	00
10474134	4014	02
10476032	4000	7e
10476040	4002	c3
10476059	4004	37
10476067	4006	fb
10476086	4008	8f
10476094	400a	92
10476102	400b	01
10476110	400c	f7
10476118	400e	00
10476394	4016	01
10476400	4016	00
10476597	4016	01
10476603	4016	00
10476800	4016	01
10476806	4016	00
10503916	4014	02
10505801	4000	7d
10505809	4002	c3
10505828	4004	36
10505836	4006	fb
10505855	4008	8f
10505863	400a	92
10505871	400b	01
10505879	400c	f6
10505887	400e	00
10506163	4016	01
10506169	4016	00
10506366	4016	01
10506372	4016	00
10506569	4016	01
10506575	4016	00
10533694	4014	02
10535579	4000	7c
10535587	4002	c3
10535606	4004	35
10535614	4006	fb
10535633	4008	8f
10535641	400a	92
10535649	400b	01
10535657	400c	f5
10535665	400e	00
10563475	4014	02
10565364	4000	7b
10565372	4002	c3
10565391	4004	34
10565399	4006	fb
10565418	4008	8f
10565426	400a	92
10565434	400b	01
10565442	400c	f4
10565450	400e	00
10565719	4016	01
10565725	4016	00
10565922	4016	01
10565928	4016	00
10566125	4016	01
10566131	4016	00
10593256	4014	02
10595141	4000	7a
10595149	4002	c3
10595168	4004	33
10595176	4006	fb
10595195	4008	8f
10595203	400a	92
10595211	400b	01
10595219	400c	f3
10595227	400e	00
10595506	4016	01
10595512	4016	00
10595709	4016	01
10595715	4016	00
10595912	4016	01
10595918	4016	00
10623034	4014	02
10624919	4000	79
10624927	4002	c3
10624946	4004	32
10624954	4006	fb
10624973	4008	8f
10624981	400a	92
10624989	400b	01
10624997	400c	f2
10625005	400e	00
10625281	4016	01
10625287	4016	00
10625484	4016	01
10625490	4016	00
10625687	4016	01
10625693	4016	00
10652815	4014	02
10655346	4000	70
10655354	4002	c3
10655373	4004	31
10655381	4006	fb
10655400	4008	8f
10655408	400a	92
10655416	400b	01
10655424	400c	f1
10655432	400e	00
10655708	4016	01
10655714	4016	00
10655911	4016	01
10655917	4016	00
10656114	4016	01
10656120	4016	00
10682594	4014	02
10684475	4000	70
10684483	4002	c3
10684502	4004	30
10684510	4006	fb
10684529	4008	80
10684537	400a	92
10684545	400b	01
10684553	400c	f0
10684561	400e	00
10684837	4016	01
10684843	4016	00
10685040	4016	01
10685046	4016	00
10685243	4016	01
10685249	4016	00
10712374	4014	02
10714336	4000	70
10714344	4002	c3
10714363	4004	30
10714371	4006	fb
10714390	4008	80
10714398	400a	92
10714406	400b	01
10714414	400c	f0
10714422	400e	00
10742155	4014	02
10744121	4000	70
10744129	4002	c3
10744148	4004	30
10744156	4006	fb
10744175	4008	80
10744183	400a	92
10744191	400b	01
10744199	400c	f0
10744207	400e	00
10744473	4016	01
10744479	4016	00
10744676	4016	01
10744682	4016	00
10744879	4016	01
10744885	4016	00
10771935	4014	02
10773897	4000	70
10773905	4002	c3
10773924	4004	30
10773932	4006	fb
10773951	4008	80
10773959	400a	92
10773967	400b	01
10773975	400c	f0
10773983	400e	00
10774260	4016	01
10774266	4016	00
10774463	4016	01
10774469	4016	00
10774666	4016	01
10774672	4016	00
10801716	4014	02
10803678	4000	70
10803686	4002	c3
10803705	4004	30
10803713	4006	fb
10803732	4008	80
10803740	400a	92
10803748	400b	01
10803756	400c	f0
10803764	400e	00
10804041	4016	01
10804047	4016	00
10804244	4016	01
10804250	4016	00
10804447	4016	01
10804453	4016	00
10831494	4014	02
10833456	4000	70
10833464	4002	c3
10833483	4004	30
10833491	4006	fb
10833510	4008	80
10833518	400a	92
10833526	400b	01
10833534	400c	f0
10833542	400e	00
10833822	4016	01
10833828	4016	00
10834025	4016	01
10834031	4016	00
10834228	4016	01
10834234	4016	00
10861275	4014	02
10864411	4000	7f
10864419	4002	fb
10864438	4004	bc
10864446	4006	5b
10864464	4007	02
10864472	4008	8f
10864480	400a	7b
10864488	400b	01
10864496	400c	f8
10864504	400e	03
10864784	4016	01
10864790	4016	00
10864987	4016	01
10864993	4016	00
10865190	4016	01
10865196	4016	00
10891055	4014	02
10892954	4000	7e
10892962	4002	fb
10892981	4004	bc
10892989	4006	5b
10893008	4008	8f
10893016	400a	f8
10893024	400b	02
10893032	400c	f7
10893040	400e	03
10920834	4014	02
10922684	4000	7d
10922692	4002	fb
10922711	4004	bc
10922719	4006	5b
10922738	4008	8f
10922746	400a	f8
10922754	400b	02
10922762	400c	f6
10922770	400e	03
10923040	4016	01
10923046	4016	00
10923243	4016	01
10923249	4016	00
10923446	4016	01
10923452	4016	00
10950616	4014	02
10952540	4000	7c
10952548	4002	fb
10952567	4004	bb
10952575	4006	aa
10952593	4007	01
10952601	4008	8f
10952609	400a	f8
10952617	400b	02
10952625	400c	f5
10952633	400e	03
10952910	4016	01
10952916	4016	00
10953113	4016	01
10953119	4016	00
10953316	4016	01
10953322	4016	00
10980396	4014	02
10982322	4000	7b
10982330	4002	fb
10982349	4004	bb
10982357	4006	aa
10982376	4008	8f
10982384	400a	f8
10982392	400b	02
10982400	400c	f4
10982408	400e	03
10982685	4016	01
10982691	4016	00
10982888	4016	01
10982894	4016	00
10983091	4016	01
10983097	4016	00
11010174	4014	02
11012020	4000	7a
11012028	4002	fb
11012047	4004	bb
11012055	4006	aa
11012074	4008	8f
11012082	400a	f8
11012090	400b	02
11012098	400c	f3
11012106	400e	03
11012386	4016	01
11012392	4016	00
11012589	4016	01
11012595	4016	00
11012792	4016	01
11012798	4016	00
11039956	4014	02
11041841	4000	79
11041849	4002	fb
11041868	4004	bb
11041876	4006	52
11041895	4008	8f
11041903	400a	f8
11041911	400b	02
11041919	400c	f2
11041927	400e	03
11042204	4016	01
11042210	4016	00
11042407	4016	01
11042413	4016	00
11042610	4016	01
11042616	4016	00
11069735	4014	02
11072153	4000	71
11072161	4002	fb
11072180	4004	bb
11072188	4006	52
11072207	4008	8f
11072215	400a	f8
11072223	400b	02
11072231	400c	f1
11072239	400e	03
11099516	4014	02
11101393	4000	71
11101401	4002	fb
11101420	4004	bb
11101428	4006	52
11101447	4008	8f
11101455	400a	f8
11101463	400b	02
11101471	400c	f0
11101479	400e	03
11101746	4016	01
11101752	4016	00
11101949	4016	01
11101955	4016	00
11102152	4016	01
11102158	4016	00
11129295	4014	02
11131273	4000	71
11131281	4002	fb
11131300	4004	ba
11131308	4006	aa
11131327	4008	8f
11131335	400a	f8
11131343	400b	02
11131351	400c	f0
11131359	400e	03
11131639	4016	01
11131645	4016	00
11131842	4016	01
11131848	4016	00
11132045	4016	01
11132051	4016	00
11159074	4014	02
11161054	4000	71
11161062	4002	fb
11161081	4004	ba
11161089	4006	aa
11161108	4008	8f
11161116	400a	f8
11161124	400b	02
11161132	400c	f0
11161140	400e	03
11161420	4016	01
11161426	4016	00
11161623	4016	01
11161629	4016	00
11161826	4016	01
11161832	4016	00
11188855	4014	02
11190755	4000	71
11190763	4002	fb
11190782	4004	ba
11190790	4006	aa
11190809	4008	8f
11190817	400a	f8
11190825	400b	02
11190833	400c	f0
11190841	400e	03
11191121	4016	01
11191127	4016	00
11191324	4016	01
11191330	4016	00
11191527	4016	01
11191533	4016	00
11218634	4014	02
11220600	4000	71
11220608	4002	fb
11220627	4004	ba
11220635	4006	5b
11220653	4007	02
11220661	4008	8f
11220669	400a	f8
11220677	400b	02
11220685	400c	f0
11220693	400e	03
11220973	4016	01
11220979	4016	00
11221176	4016	01
11221182	4016	00
11221379	4016	01
11221385	4016	00
11248414	4014	02
11250354	4000	71
11250362	4002	fb
11250381	4004	ba
11250389	4006	5b
11250408	4008	8f
11250416	400a	f8
11250424	400b	02
11250432	400c	f0
11250440	400e	03
11278194	4014	02
11280828	4000	7f
11280836	4002	a5
11280854	4003	02
11280862	4004	b9
11280870	4006	5b
11280889	4008	8f
11280897	400a	f8
11280905	400b	02
11280913	400c	f8
11280921	400e	00
11281191	4016	01
11281197	4016	00
11281394	4016	01
11281400	4016	00
11281597	4016	01
11281603	4016	00
11307975	4014	02
11309874	4000	7e
11309882	4002	a5
11309901	4004	b9
11309909	4006	aa
11309927	4007	01
11309935	4008	8f
11309943	400a	f8
11309951	400b	02
11309959	400c	f7
11309967	400e	00
11310244	4016	01
11310250	4016	00
11310447	4016	01
11310453	4016	00
11310650	4016	01
11310656	4016	00
11337754	4014	02
11339574	4000	7d
11339582	4002	a5
11339601	4004	b9
11339609	4006	aa
11339628	4008	8f
11339636	400a	f8
11339644	400b	02
11339652	400c	f6
11339660	400e	00
11339936	4016	01
11339942	4016	00
11340139	4016	01
11340145	4016	00
11340342	4016	01
11340348	4016	00
11367536	4014	02
11369355	4000	7c
11369363	4002	7f
11369382	4004	b9
11369390	4006	aa
11369409	4008	8f
11369417	400a	f8
11369425	400b	02
11369433	400c	f5
11369441	400e	00
11369717	4016	01
11369723	4016	00
11369920	4016	01
11369926	4016	00
11370123	4016	01
11370129	4016	00
11397314	4014	02
11399172	4000	7b
11399180	4002	5b
11399199	4004	b9
11399207	4006	52
11399226	4008	8f
11399234	400a	f8
11399242	400b	02
11399250	400c	f4
11399258	400e	00
11399537	4016	01
11399543	4016	00
11399740	4016	01
11399746	4016	00
11399943	4016	01
11399949	4016	00
11427095	4014	02
11428981	4000	7a
11428989	4002	5b
11429008	4004	b9
11429016	4006	52
11429035	4008	8f
11429043	400a	f8
11429051	400b	02
11429059	400c	f3
11429067	400e	00
11456874	4014	02
11458763	4000	79
11458771	4002	5b
11458790	4004	b8
11458798	4006	52
11458817	4008	8f
11458825	400a	f8
11458833	400b	02
11458841	400c	f2
11458849	400e	00
11459118	4016	01
11459124	4016	00
11459321	4016	01
11459327	4016	00
11459524	4016	01
11459530	4016	00
11486655	4014	02
11489221	4000	71
11489229	4002	5b
11489248	4004	b8
11489256	4006	aa
11489275	4008	8f
11489283	400a	bd
11489291	400b	00
11489299	400c	f1
11489307	400e	00
11489586	4016	01
11489592	4016	00
11489789	4016	01
11489795	4016	00
11489992	4016	01
11489998	4016	00
11516436	4014	02
11518296	4000	71
11518304	4002	5b
11518323	4004	b8
11518331	4006	aa
11518350	4008	8f
11518358	400a	7b
11518366	400b	01
11518374	400c	f0
11518382	400e	00
11518658	4016	01
11518664	4016	00
11518861	4016	01
11518867	4016	00
11519064	4016	01
11519070	4016	00
11546216	4014	02
11548050	4000	71
11548058	4002	5b
11548077	4004	b8
11548085	4006	aa
11548104	4008	8f
11548112	400a	7b
11548120	400b	01
11548128	400c	f0
11548136	400e	00
11548412	4016	01
11548418	4016	00
11548615	4016	01
11548621	4016	00
11548818	4016	01
11548824	4016	00
11575994	4014	02
11577894	4000	71
11577902	4002	5b
11577921	4004	b8
11577929	4006	5b
11577947	4007	02
11577955	4008	8f
11577963	400a	7b
11577971	400b	01
11577979	400c	f0
11577987	400e	00
11578263	4016	01
11578269	4016	00
11578466	4016	01
11578472	4016	00
11578669	4016	01
11578675	4016	00
11605776	4014	02
11607689	4000	71
11607697	4002	5b
11607716	4004	b7
11607724	4006	5b
11607743	4008	8f
11607751	400a	7b
11607759	400b	01
11607767	400c	f0
11607775	400e	00
11635556	4014	02
11637434	4000	71
11637442	4002	5b
11637461	4004	b7
11637469	4006	5b
11637488	4008	8f
11637496	400a	7b
11637504	400b	01
11637512	400c	f0
11637520	400e	00
11637786	4016	01
11637792	4016	00
11637989	4016	01
11637995	4016	00
11638192	4016	01
11638198	4016	00
11665335	4014	02
11667208	4000	71
11667216	4002	5b
11667235	4004	b7
11667243	4006	aa
11667261	4007	01
11667269	4008	8f
11667277	400a	7b
11667285	400b	01
11667293	400c	f0
11667301	400e	00
11667580	4016	01
11667586	4016	00
11667783	4016	01
11667789	4016	00
11667986	4016	01
11667992	4016	00
11695114	4014	02
11697549	4000	71
11697557	4002	5b
11697576	4004	b7
11697584	4006	aa
11697603	4008	8f
11697611	400a	7b
11697619	400b	01
11697627	400c	ff
11697635	400e	0e
11697911	4016	01
11697917	4016	00
11698114	4016	01
11698120	4016	00
11698317	4016	01
11698323	4016	00
11724896	4014	02
11726715	4000	71
11726723	4002	5b
11726742	4004	b7
11726750	4006	aa
11726769	4008	80
11726777	400a	7b
11726785	400b	01
11726793	400c	fd
11726801	400e	02
11727080	4016	01
11727086	4016	00
11727283	4016	01
11727289	4016	00
11727486	4016	01
11727492	4016	00
11754674	4014	02
11756598	4000	71
11756606	4002	5b
11756625	4004	b6
11756633	4006	52
11756652	4008	80
11756660	400a	7b
11756668	400b	01
11756676	400c	fb
11756684	400e	05
11756960	4016	01
11756966	4016	00
11757163	4016	01
11757169	4016	00
11757366	4016	01
11757372	4016	00
11784455	4014	02
11786381	4000	71
11786389	4002	5b
11786408	4004	b6
11786416	4006	52
11786435	4008	80
11786443	400a	7b
11786451	400b	01
11786459	400c	f9
11786467	400e	08
11814235	4014	02
11816112	4000	71
11816120	4002	5b
11816139	4004	b6
11816147	4006	52
11816166	4008	80
11816174	400a	7b
11816182	400b	01
11816190	400c	f7
11816198	400e	05
11816469	4016	01
11816475	4016	00
11816672	4016	01
11816678	4016	00
11816875	4016	01
11816881	4016	00
11844015	4014	02
11845900	4000	71
11845908	4002	5b
11845927	4004	b6
11845935	4006	aa
11845954	4008	80
11845962	400a	7b
11845970	400b	01
11845978	400c	f5
11845986	400e	08
11846262	4016	01
11846268	4016	00
11846465	4016	01
11846471	4016	00
11846668	4016	01
11846674	4016	00
11873796	4014	02
11875709	4000	71
11875717	4002	5b
11875736	4004	b6
11875744	4006	aa
11875763	4008	80
11875771	400a	7b
11875779	400b	01
11875787	400c	f3
11875795	400e	05
11876071	4016	01
11876077	4016	00
11876274	4016	01
11876280	4016	00
11876477	4016	01
11876483	4016	00
11903575	4014	02
11906004	4000	71
11906012	4002	5b
11906031	4004	b6
11906039	4006	aa
11906058	4008	8f
11906066	400a	7b
11906074	400b	01
11906082	400c	f1
11906090	400e	08
11906367	4016	01
11906373	4016	00
11906570	4016	01
11906576	4016	00
11906773	4016	01
11906779	4016	00
11933355	4014	02
11935306	4000	71
11935314	4002	5b
11935333	4004	b5
11935341	4006	5b
11935359	4007	02
11935367	4008	8f
11935375	400a	f8
11935383	400b	02
11935391	400c	f0
11935399	400e	05
11935676	4016	01
11935682	4016	00
11935879	4016	01
11935885	4016	00
11936082	4016	01
11936088	4016	00
11963135	4014	02
11965088	4000	71
11965096	4002	5b
11965115	4004	b5
11965123	4006	5b
11965142	4008	8f
11965150	400a	f8
11965158	400b	02
11965166	400c	f0
11965174	400e	08
11992915	4014	02
11994819	4000	71
11994827	4002	5b
11994846	4004	b5
11994854	4006	5b
11994873	4008	8f
11994881	400a	f8
11994889	400b	02
11994897	400c	f0
11994905	400e	05
11995172	4016	01
11995178	4016	00
11995375	4016	01
11995381	4016	00
11995578	4016	01
11995584	4016	00
12022694	4014	02
12024606	4000	71
12024614	4002	5b
12024633	4004	b5
12024641	4006	aa
12024659	4007	01
12024667	4008	8f
12024675	400a	f8
12024683	400b	02
12024691	400c	f0
12024699	400e	08
12024976	4016	01
12024982	4016	00
12025179	4016	01
12025185	4016	00
12025382	4016	01
12025388	4016	00
12052474	4014	02
12054414	4000	71
12054422	4002	5b
12054441	4004	b5
12054449	4006	aa
12054468	4008	8f
12054476	400a	f8
12054484	400b	02
12054492	400c	f0
12054500	400e	05
12054777	4016	01
12054783	4016	00
12054980	4016	01
12054986	4016	00
12055183	4016	01
12055189	4016	00
12082254	4014	02
12084166	4000	71
12084174	4002	5b
12084193	4004	b4
12084201	4006	aa
12084220	4008	8f
12084228	400a	f8
12084236	400b	02
12084244	400c	f0
12084252	400e	08
12084532	4016	01
12084538	4016	00
12084735	4016	01
12084741	4016	00
12084938	4016	01
12084944	4016	00
12112036	4014	02
12114743	4000	71
12114751	4002	5b
12114770	4004	b4
12114778	4006	52
12114797	4008	8f
12114805	400a	aa
12114813	400b	01
12114821	400c	f8
12114829	400e	00
12115106	4016	01
12115112	4016	00
12115309	4016	01
12115315	4016	00
12115512	4016	01
12115518	4016	00
12141815	4014	02
12143675	4000	71
12143683	4002	5b
12143702	4004	b4
12143710	4006	52
12143729	4008	8f
12143737	400a	56
12143745	400b	03
12143753	400c	f7
12143761	400e	00
12171595	4014	02
12173406	4000	71
12173414	4002	5b
12173433	4004	b4
12173441	4006	52
12173460	4008	8f
12173468	400a	56
12173476	400b	03
12173484	400c	f6
12173492	400e	00
12173762	4016	01
12173768	4016	00
12173965	4016	01
12173971	4016	00
12174168	4016	01
12174174	4016	00
12201374	4014	02
12203220	4000	71
12203228	4002	5b
12203247	4004	b4
12203255	4006	aa
12203274	4008	8f
12203282	400a	56
12203290	400b	03
12203298	400c	f5
12203306	400e	00
12203583	4016	01
12203589	4016	00
12203786	4016	01
12203792	4016	00
12203989	4016	01
12203995	4016	00
12231156	4014	02
12233003	4000	71
12233011	4002	5b
12233030	4004	b4
12233038	4006	aa
12233057	4008	8f
12233065	400a	56
12233073	400b	03
12233081	400c	f4
12233089	400e	00
12233369	4016	01
12233375	4016	00
12233572	4016	01
12233578	4016	00
12233775	4016	01
12233781	4016	00
12260936	4014	02
12262782	4000	71
12262790	4002	5b
12262809	4004	b3
12262817	4006	aa
12262836	4008	8f
12262844	400a	56
12262852	400b	03
12262860	400c	f3
12262868	400e	00
12263148	4016	01
12263154	4016	00
12263351	4016	01
12263357	4016	00
12263554	4016	01
12263560	4016	00
12290715	4014	02
12292628	4000	71
12292636	4002	5b
12292655	4004	b3
12292663	4006	5b
12292681	4007	02
12292689	4008	8f
12292697	400a	56
12292705	400b	03
12292713	400c	f2
12292721	400e	00
12293001	4016	01
12293007	4016	00
12293204	4016	01
12293210	4016	00
12293407	4016	01
12293413	4016	00
12320496	4014	02
12322759	4000	71
12322767	4002	5b
12322786	4004	b3
12322794	4006	5b
12322813	4008	8f
12322821	400a	56
12322829	400b	03
12322837	400c	f1
12322845	400e	00
12350274	4014	02
12352124	4000	71
12352132	4002	5b
12352151	4004	b3
12352159	4006	5b
12352178	4008	80
12352186	400a	56
12352194	400b	03
12352202	400c	f0
12352210	400e	00
12352477	4016	01
12352483	4016	00
12352680	4016	01
12352686	4016	00
12352883	4016	01
12352889	4016	00
12380056	4014	02
12381995	4000	71
12382003	4002	5b
12382022	4004	b3
12382030	4006	aa
12382048	4007	01
12382056	4008	80
12382064	400a	56
12382072	400b	03
12382080	400c	f0
12382088	400e	00
12382368	4016	01
12382374	4016	00
12382571	4016	01
12382577	4016	00
12382774	4016	01
12382780	4016	00
12409836	4014	02
12411815	4000	71
12411823	4002	5b
12411842	4004	b2
12411850	4006	aa
12411869	4008	80
12411877	400a	56
12411885	400b	03
12411893	400c	f0
12411901	400e	00
12412178	4016	01
12412184	4016	00
12412381	4016	01
12412387	4016	00
12412584	4016	01
12412590	4016	00
12439616	4014	02
12441556	4000	71
12441564	4002	5b
12441583	4004	b2
12441591	4006	aa
12441610	4008	80
12441618	400a	56
12441626	400b	03
12441634	400c	f0
12441642	400e	00
12441919	4016	01
12441925	4016	00
12442122	4016	01
12442128	4016	00
12442325	4016	01
12442331	4016	00
12469396	4014	02
12471335	4000	71
12471343	4002	5b
12471362	4004	b2
12471370	4006	52
12471389	4008	80
12471397	400a	56
12471405	400b	03
12471413	400c	f0
12471421	400e	00
12471700	4016	01
12471706	4016	00
12471903	4016	01
12471909	4016	00
12472106	4016	01
12472112	4016	00
12499174	4014	02
12501114	4000	71
12501122	4002	5b
12501141	4004	b2
12501149	4006	52
12501168	4008	80
12501176	400a	56
12501184	400b	03
12501192	400c	f0
12501200	400e	00
12528954	4014	02
12531694	4000	70
12531702	4002	5b
12531721	4004	b2
12531729	4006	52
12531748	4008	8f
12531756	400a	7b
12531764	400b	01
12531772	400c	f8
12531780	400e	03
12532046	4016	01
12532052	4016	00
12532249	4016	01
12532255	4016	00
12532452	4016	01
12532458	4016	00
12558734	4014	02
12560523	4000	70
12560531	4002	5b
12560550	4004	b2
12560558	4006	aa
12560577	4008	8f
12560585	400a	f8
12560593	400b	02
12560601	400c	f7
12560609	400e	03
12560885	4016	01
12560891	4016	00
12561088	4016	01
12561094	4016	00
12561291	4016	01
12561297	4016	00
12588515	4014	02
12590331	4000	70
12590339	4002	5b
12590358	4004	b1
12590366	4006	aa
12590385	4008	8f
12590393	400a	f8
12590401	400b	02
12590409	400c	f6
12590417	400e	03
12590693	4016	01
12590699	4016	00
12590896	4016	01
12590902	4016	00
12591099	4016	01
12591105	4016	00
12618296	4014	02
12620112	4000	70
12620120	4002	5b
12620139	4004	b1
12620147	4006	aa
12620166	4008	8f
12620174	400a	f8
12620182	400b	02
12620190	400c	f5
12620198	400e	03
12620477	4016	01
12620483	4016	00
12620680	4016	01
12620686	4016	00
12620883	4016	01
12620889	4016	00
12648074	4014	02
12649916	4000	70
12649924	4002	5b
12649943	4004	b1
12649951	4006	5b
12649969	4007	02
12649977	4008	8f
12649985	400a	f8
12649993	400b	02
12650001	400c	f4
12650009	400e	03
12650288	4016	01
12650294	4016	00
12650491	4016	01
12650497	4016	00
12650694	4016	01
12650700	4016	00
12677855	4014	02
12679698	4000	70
12679706	4002	5b
12679725	4004	b1
12679733	4006	5b
12679752	4008	8f
12679760	400a	f8
12679768	400b	02
12679776	400c	f3
12679784	400e	03
12707634	4014	02
12709441	4000	70
12709449	4002	5b
12709468	4004	b1
12709476	4006	5b
12709495	4008	8f
12709503	400a	f8
12709511	400b	02
12709519	400c	f2
12709527	400e	03
12709796	4016	01
12709802	4016	00
12709999	4016	01
12710005	4016	00
12710202	4016	01
12710208	4016	00
12737414	4014	02
12740048	4000	70
12740056	4002	5b
12740075	4004	38
12740083	4006	5b
12740102	4008	8f
12740110	400a	f8
12740118	400b	02
12740126	400c	f1
12740134	400e	03
12740410	4016	01
12740416	4016	00
12740613	4016	01
12740619	4016	00
12740816	4016	01
12740822	4016	00
12767194	4014	02
12769129	4000	70
12769137	4002	5b
12769156	4004	37
12769164	4006	5b
12769183	4008	8f
12769191	400a	f8
12769199	400b	02
12769207	400c	f0
12769215	400e	03
12769491	4016	01
12769497	4016	00
12769694	4016	01
12769700	4016	00
12769897	4016	01
12769903	4016	00
12796974	4014	02
12798936	4000	70
12798944	4002	5b
12798963	4004	36
12798971	4006	5b
12798990	4008	8f
12798998	400a	f8
12799006	400b	02
12799014	400c	f0
12799022	400e	03
12799301	4016	01
12799307	4016	00
12799504	4016	01
12799510	4016	00
12799707	4016	01
12799713	4016	00
12826754	4014	02
12828716	4000	70
12828724	4002	5b
12828743	4004	35
12828751	4006	5b
12828770	4008	8f
12828778	400a	f8
12828786	400b	02
12828794	400c	f0
12828802	400e	03
12829081	4016	01
12829087	4016	00
12829284	4016	01
12829290	4016	00
12829487	4016	01
12829493	4016	00
12856534	4014	02
12858496	4000	70
12858504	4002	5b
12858523	4004	34
12858531	4006	5b
12858550	4008	8f
12858558	400a	f8
12858566	400b	02
12858574	400c	f0
12858582	400e	03
12886315	4014	02
12888281	4000	70
12888289	4002	5b
12888308	4004	33
12888316	4006	5b
12888335	4008	8f
12888343	400a	f8
12888351	400b	02
12888359	400c	f0
12888367	400e	03
12888633	4016	01
12888639	4016	00
12888836	4016	01
12888842	4016	00
12889039	4016	01
12889045	4016	00
12916095	4014	02
12918057	4000	70
12918065	4002	5b
12918084	4004	32
12918092	4006	5b
12918111	4008	8f
12918119	400a	f8
12918127	400b	02
12918135	400c	f0
12918143	400e	03
12918419	4016	01
12918425	4016	00
12918622	4016	01
12918628	4016	00
12918825	4016	01
12918831	4016	00
12945875	4014	02
12948743	4000	70
12948751	4002	5b
12948770	4004	38
12948778	4006	a5
12948797	4008	8f
12948805	400a	bd
12948813	400b	00
12948821	400c	f8
12948829	400e	00
12949105	4016	01
12949111	4016	00
12949308	4016	01
12949314	4016	00
12949511	4016	01
12949517	4016	00
12975655	4014	02
12977537	4000	70
12977545	4002	5b
12977564	4004	37
12977572	4006	a5
12977591	4008	8f
12977599	400a	7b
12977607	400b	01
12977615	400c	f7
12977623	400e	00
12977899	4016	01
12977905	4016	00
12978102	4016	01
12978108	4016	00
12978305	4016	01
12978311	4016	00
13005436	4014	02
13007305	4000	70
13007313	4002	5b
13007332	4004	36
13007340	4006	a5
13007359	4008	8f
13007367	400a	7b
13007375	400b	01
13007383	400c	f6
13007391	400e	00
13007670	4016	01
13007676	4016	00
13007873	4016	01
13007879	4016	00
13008076	4016	01
13008082	4016	00
13035216	4014	02
13037085	4000	70
13037093	4002	5b
13037112	4004	35
13037120	4006	a5
13037139	4008	8f
13037147	400a	7b
13037155	400b	01
13037163	400c	f5
13037171	400e	00
13064994	4014	02
13066867	4000	70
13066875	4002	5b
13066894	4004	34
13066902	4006	a5
13066921	4008	8f
13066929	400a	7b
13066937	400b	01
13066945	400c	f4
13066953	400e	00
13067223	4016	01
13067229	4016	00
13067426	4016	01
13067432	4016	00
13067629	4016	01
13067635	4016	00
13094775	4014	02
13096644	4000	70
13096652	4002	5b
13096671	4004	33
13096679	4006	a5
13096698	4008	8f
13096706	400a	7b
13096714	400b	01
13096722	400c	f3
13096730	400e	00
13097007	4016	01
13097013	4016	00
13097210	4016	01
13097216	4016	00
13097413	4016	01
13097419	4016	00
13124556	4014	02
13126425	4000	70
13126433	4002	5b
13126452	4004	32
13126460	4006	a5
13126479	4008	8f
13126487	400a	7b
13126495	400b	01
13126503	400c	f2
13126511	400e	00
13126791	4016	01
13126797	4016	00
13126994	4016	01
